,0
count,5.0
grams,890.0
fibre,20.03
sugar,2.18
kcal,1996.8212237093687
carb_kcal,1000.64
protein_kcal,598.7199999999999
fat_kcal,397.89
salt,5049.82
sodium,1981.7200000000003
lactose,0.0
