,0
count,9.0
grams,1240.0
fibre,21.800000000000004
sugar,22.6
kcal,2169.980879541109
carb_kcal,1080.8000000000002
protein_kcal,565.7600000000001
fat_kcal,518.76
salt,7414.049999999999
sodium,2910.08
lactose,0.0
