,0
count,5.0
grams,1070.0
fibre,20.54
sugar,3.8099999999999996
kcal,2032.4091778202678
carb_kcal,1019.0799999999999
protein_kcal,606.4
fat_kcal,406.8
salt,10427.58
sodium,4092.7
lactose,0.0
