,0
count,7.0
grams,1300.0
fibre,19.759999999999998
sugar,21.590000000000003
kcal,1994.5267686424477
carb_kcal,999.0
protein_kcal,597.8400000000001
fat_kcal,397.3500000000001
salt,4910.749999999999
sodium,1927.3400000000001
lactose,3.8500000000000005
