,0
count,7.0
grams,1300.0
fibre,20.979999999999997
sugar,117.43
kcal,2014.2208413001913
carb_kcal,1015.3600000000002
protein_kcal,594.4
fat_kcal,403.0199999999999
salt,5012.860000000001
sodium,1966.96
lactose,1.18
