,0
count,6.0
grams,1180.0
fibre,20.169999999999998
sugar,10.49
kcal,1992.9732313575525
carb_kcal,1002.9200000000001
protein_kcal,596.9200000000001
fat_kcal,392.58000000000004
salt,4945.030000000001
sodium,1940.6400000000003
lactose,0.0
