,0
count,8.0
grams,1300.0
fibre,21.27
sugar,1.8399999999999999
kcal,2008.62810707457
carb_kcal,1004.1199999999999
protein_kcal,601.56
fat_kcal,400.59
salt,4914.759999999999
sodium,1928.8999999999999
lactose,0.0
