,0
count,7.0
grams,1300.0
fibre,19.73
sugar,1.6800000000000002
kcal,1996.391013384321
carb_kcal,1001.9200000000001
protein_kcal,597.84
fat_kcal,397.16999999999996
salt,4969.61
sodium,1950.54
lactose,0.0
