,0
count,6.0
grams,1290.0
fibre,19.46
sugar,19.580000000000002
kcal,1971.9885277246653
carb_kcal,983.56
protein_kcal,593.76
fat_kcal,395.46
salt,10782.69
sodium,4231.88
lactose,0.0
