,name,count,grams,kcal,sugar,fibre,carb_kcal,protein_kcal,fat_kcal,salt,sodium,category,extra_category,lactose
3000,"Rice And Rye Mix, Boiled Without Salt",1,490.0,681.5965583173996,0.49000000000000005,11.27,576.24,66.64,26.46,27.44,10.780000000000001,Rice And Rye Mix,rice,0.0
969,"Cod, Boiled Without Salt",1,450.0,392.5669216061185,0.0,0.0,0.0,352.8,36.449999999999996,755.5500000000001,296.55,Cod,,0.0
1490,"Hamburger, Beef And Wheat Roll, Mcdonald'S",1,230.0,539.2686424474186,8.51,4.6,233.67999999999998,124.19999999999999,192.51,2774.95,1089.05,Hamburger,beef,0.0
1495,"Hamburger, Chicken Burger, Mcdonald'S",1,90.0,243.06883365200764,0.9,1.35,105.84,39.96,102.05999999999999,789.66,309.96,Hamburger,chicken,0.0
1068,"Crispbread, Wasa Oat, Oat And Wheat Flour, Oat Flakes",1,30.0,107.62428298279158,0.3,3.0,76.91999999999999,14.28,14.040000000000001,372.09,146.04,Crispbread,,0.0
1514,"Hamburger With Sausage, Without Seasonings, Grill",1,20.0,54.68451242829828,0.1,0.2,19.76,7.359999999999999,29.159999999999997,317.04,124.42000000000002,Hamburger With Sausage,hamburger,0.0
