,0
count,6.0
grams,1260.0
fibre,19.93
sugar,3.91
kcal,2005.1864244741873
carb_kcal,997.56
protein_kcal,601.52
fat_kcal,406.44000000000005
salt,7761.22
sodium,3046.01
lactose,0.0
