,0
count,7.0
grams,1310.0
fibre,20.34
sugar,1.6600000000000001
kcal,2035.2533460803056
carb_kcal,1022.3199999999999
protein_kcal,609.0400000000001
fat_kcal,404.46000000000004
salt,5068.020000000001
sodium,1989.0400000000002
lactose,0.0
