,0
count,5.0
grams,1020.0
fibre,19.76
sugar,5.44
kcal,1982.5525812619503
carb_kcal,996.2400000000001
protein_kcal,593.6
fat_kcal,392.85
salt,8582.86
sodium,3368.6400000000003
lactose,0.0
