,0
count,8.0
grams,1300.0
fibre,19.89
sugar,1.67
kcal,2000.8604206500954
carb_kcal,1000.4
protein_kcal,600.92
fat_kcal,400.22999999999996
salt,4908.360000000001
sodium,1926.4199999999998
lactose,0.0
