,0
count,7.0
grams,1300.0
fibre,20.33
sugar,5.58
kcal,2010.348948374761
carb_kcal,1015.8000000000001
protein_kcal,595.32
fat_kcal,398.88
salt,4962.990000000001
sodium,1947.9099999999999
lactose,0.34
