,0
count,6.0
grams,1290.0
fibre,20.09
sugar,10.18
kcal,1981.8116634799233
carb_kcal,994.2
protein_kcal,597.8799999999999
fat_kcal,388.8900000000001
salt,4976.7699999999995
sodium,1953.2599999999998
lactose,1.62
