,0
count,6.0
grams,1290.0
fibre,19.64
sugar,6.310000000000001
kcal,2007.6481835564052
carb_kcal,997.36
protein_kcal,597.3999999999999
fat_kcal,413.36999999999995
salt,8506.23
sodium,3338.59
lactose,0.0
