,name,count,grams,kcal,sugar,fibre,carb_kcal,protein_kcal,fat_kcal,salt,sodium,category,extra_category,lactose
1462,"Hake, Oven-Baked",1,390.0,329.9713193116635,0.0,0.0,0.0,305.76,21.06,1566.6299999999999,615.03,Hake,,0.0
3085,"Rye And Rice Mix, Crashed Rye Grain",1,260.0,904.1586998087954,0.78,15.08,764.4,88.4,32.76,26.52,10.4,Rye And Rice Mix,rice,0.0
956,"Cocoa, Hot Chocolate, Sugar-Free, Water",1,230.0,30.783938814531545,0.0,2.53,3.6799999999999997,6.4399999999999995,16.56,19.09,7.359999999999999,Cocoa,,0.0
1220,"Fish, Fatty, Smoked",1,160.0,384.321223709369,0.0,0.0,0.0,110.72000000000001,283.68,2817.1200000000003,1105.6000000000001,Fish,fish,0.0
4009,"White Bread, Wheat Roll, Water",1,110.0,262.6434034416826,0.8800000000000001,2.64,218.24000000000004,34.760000000000005,26.730000000000004,533.0600000000001,209.22,White Bread,,0.0
3023,"Rice Porridge, Water, Without Salt",1,90.0,41.73040152963671,0.0,0.09000000000000001,36.0,3.6,1.62,3.9600000000000004,1.53,Rice Porridge,porridge,0.0
221,"Beef Chuck, Beef Shoulder",1,70.0,81.64435946462714,0.0,0.0,0.0,59.35999999999999,22.049999999999997,101.63999999999999,39.9,Beef Chuck,beef,0.0
