,0
count,8.0
grams,1290.0
fibre,19.939999999999998
sugar,1.8399999999999999
kcal,1984.2973231357555
carb_kcal,989.32
protein_kcal,596.7199999999999
fat_kcal,397.43999999999994
salt,4895.86
sodium,1921.41
lactose,0.0
