,0
count,8.0
grams,1300.0
fibre,19.92
sugar,2.5999999999999996
kcal,1993.2361376673039
carb_kcal,985.7199999999999
protein_kcal,604.84
fat_kcal,403.28999999999996
salt,5026.9400000000005
sodium,1972.95
lactose,0.0
