,0
count,5.0
grams,1300.0
fibre,19.32
sugar,28.06
kcal,1994.3116634799237
carb_kcal,995.76
protein_kcal,600.6
fat_kcal,399.06000000000006
salt,7516.0599999999995
sodium,2949.7200000000003
lactose,0.0
