,0
count,5.0
grams,1260.0
fibre,17.28
sugar,6.5
kcal,1961.9741873804971
carb_kcal,979.4000000000001
protein_kcal,595.24
fat_kcal,391.77000000000004
salt,4981.91
sodium,1955.26
lactose,0.8
