,name,count,grams,kcal,sugar,fibre,carb_kcal,protein_kcal,fat_kcal,salt,sodium,category,extra_category,lactose
3000,"Rice And Rye Mix, Boiled Without Salt",1,500.0,695.5066921606118,0.5,11.5,588.0,68.0,26.999999999999996,28.0,11.0,Rice And Rye Mix,rice,0.0
969,"Cod, Boiled Without Salt",1,300.0,261.71128107074566,0.0,0.0,0.0,235.20000000000002,24.299999999999997,503.70000000000005,197.70000000000002,Cod,,0.0
1488,"Hamburger, Beef And Wheat Roll",1,280.0,521.9885277246653,8.68,3.9199999999999995,249.76,125.43999999999998,161.28,2986.7599999999998,1172.08,Hamburger,beef,0.0
3836,"Turkey, Boiled, Unsalted",1,80.0,113.38432122370938,0.0,0.0,0.0,95.36000000000001,16.56,80.56,31.6,Turkey,,0.0
1127,Double Hamburger,1,70.0,192.2323135755258,0.42,0.48999999999999994,36.959999999999994,42.0,117.17999999999999,734.58,288.33,Double Hamburger,hamburger,0.0
1068,"Crispbread, Wasa Oat, Oat And Wheat Flour, Oat Flakes",1,40.0,143.49904397705546,0.4,4.0,102.56,19.040000000000003,18.720000000000002,496.12,194.72000000000003,Crispbread,,0.0
800,"Chicken Burger, Wheat Roll",1,20.0,52.62906309751434,0.26,0.22000000000000003,16.400000000000002,7.120000000000001,30.240000000000006,170.74,67.02000000000001,Chicken Burger,chicken,0.04000000000000001
