,0
count,7.0
grams,1300.0
fibre,19.78
sugar,2.59
kcal,1993.9292543021031
carb_kcal,996.04
protein_kcal,598.28
fat_kcal,399.68999999999994
salt,5577.25
sodium,2188.98
lactose,0.0
