,0
count,6.0
grams,1310.0
fibre,21.54
sugar,2.9700000000000006
kcal,2017.7342256214147
carb_kcal,993.3600000000001
protein_kcal,606.44
fat_kcal,415.61999999999995
salt,7721.120000000001
sodium,3030.53
lactose,0.0
