,name,count,grams,kcal,sugar,fibre,carb_kcal,protein_kcal,fat_kcal,salt,sodium,category,extra_category,lactose
2525,"Pasta, Spaghetti, Naturally Gluten-Free, Contains Egg, Boiled Without Salt",1,500.0,537.7629063097514,0.0,0.0,480.0,18.0,31.5,128.5,50.5,Pasta,pasta,0.0
4009,"White Bread, Wheat Roll, Water",1,230.0,549.1634799235181,1.8399999999999999,5.52,456.32,72.67999999999999,55.89,1114.58,437.4599999999999,White Bread,,0.0
4016,"White Fish, Pangasius/Hake/Tilapia, Average, Boiled Without Salt",1,160.0,140.7265774378585,0.0,0.0,0.0,120.96,18.720000000000002,324.16,127.2,White Fish,fish,0.0
3867,"Veal Roast, Oven-Baked",1,150.0,231.95506692160612,0.0,0.0,0.0,192.0,37.8,1974.6000000000001,774.9000000000001,Veal Roast,,0.0
1768,"Liver, Boiled, Without Salt",1,110.0,207.43307839388146,0.0,0.0,25.080000000000002,122.76,58.410000000000004,333.96000000000004,131.01,Liver,,0.0
564,"Buckwheat Porridge, Water, Salt",1,60.0,37.428298279158696,0.0,0.66,27.599999999999998,6.0,2.16,299.46,117.53999999999999,Buckwheat Porridge,porridge,0.0
1220,"Fish, Fatty, Smoked",1,40.0,96.08030592734225,0.0,0.0,0.0,27.680000000000003,70.92,704.2800000000001,276.40000000000003,Fish,fish,0.0
783,Chia Seed,1,40.0,183.74760994263863,0.0,13.76,0.32000000000000006,36.64,122.03999999999999,16.32,6.4,Chia Seed,,0.0
