,0
count,6.0
grams,1280.0
fibre,20.24
sugar,81.30000000000001
kcal,2002.5812619502867
carb_kcal,1000.3999999999999
protein_kcal,590.64
fat_kcal,410.76
salt,7433.8
sodium,2917.5
lactose,0.0
