,0
count,5.0
grams,1290.0
fibre,17.68
sugar,6.57
kcal,1970.1481835564055
carb_kcal,988.6
protein_kcal,593.8
fat_kcal,391.77000000000004
salt,10038.52
sodium,3940.0900000000006
lactose,0.0
