,name,count,grams,kcal,sugar,fibre,carb_kcal,protein_kcal,fat_kcal,salt,sodium,category,extra_category,lactose
1351,"Fresh Pasta, Contains Egg",1,330.0,898.35086042065,2.9699999999999998,8.58,712.8,120.11999999999999,68.30999999999999,4284.389999999999,1681.68,Fresh Pasta,pasta,0.0
173,"Basil, Fresh",1,260.0,67.11281070745697,0.78,4.16,11.440000000000001,32.24,16.38,59.54,23.400000000000002,Basil,,0.0
3838,Turkey Breast,1,260.0,316.92160611854683,0.0,0.0,0.0,266.24,46.800000000000004,225.16,88.4,Turkey Breast,,0.0
4097,"Yoghurt, Flavoured, 7% Fat",1,210.0,254.46940726577438,30.03,0.42000000000000004,120.12,23.52,132.3,192.57000000000002,75.60000000000001,Yoghurt,,7.3500000000000005
2925,"Rapeseed Pork, Pork Strips",1,150.0,232.3135755258126,0.0,0.0,0.0,122.39999999999999,110.69999999999999,168.14999999999998,66.0,Rapeseed Pork,pork,0.0
1805,"Macaroni, Pasta, Contains Egg",1,70.0,209.13001912045885,0.7,6.789999999999999,137.76,34.44,22.679999999999996,42.42,16.66,Macaroni,pasta,0.0
2977,"Rice, Brown, Boiled Without Salt",1,20.0,20.793499043977057,0.020000000000000004,0.24,17.2,1.6800000000000002,1.26,1.26,0.5,Rice,rice,0.0
