,name,count,grams,kcal,sugar,fibre,carb_kcal,protein_kcal,fat_kcal,salt,sodium,category,extra_category,lactose
3000,"Rice And Rye Mix, Boiled Without Salt",1,500.0,695.5066921606118,0.5,11.5,588.0,68.0,26.999999999999996,28.0,11.0,Rice And Rye Mix,rice,0.0
258,"Beef Steak, Grilled",1,310.0,494.93307839388143,0.0,0.0,0.0,378.2,114.39,4972.09,1951.45,Beef Steak,beef,0.0
4009,"White Bread, Wheat Roll, Water",1,150.0,358.1500956022944,1.2000000000000002,3.5999999999999996,297.6,47.400000000000006,36.45,726.9000000000001,285.29999999999995,White Bread,,0.0
805,"Chicken Drumstick With Skin, Raw",1,120.0,141.68260038240916,0.0,0.0,0.0,92.16,49.68,214.08,84.0,Chicken Drumstick With Skin,chicken,0.0
2978,"Rice, Long-Grain, Boiled, Meat Bouillon",1,100.0,120.21988527724665,0.0,0.5,101.2,10.4,6.3,530.1,208.0,Rice,rice,0.0
2432,"Olive, Average, Without Stone, In Oil, Green/Black",1,90.0,171.86902485659655,0.0,3.9600000000000004,0.0,5.04,162.0,5503.68,2160.0,Olive,,0.0
564,"Buckwheat Porridge, Water, Salt",1,30.0,18.714149139579348,0.0,0.33,13.799999999999999,3.0,1.08,149.73,58.769999999999996,Buckwheat Porridge,porridge,0.0
