,name,count,grams,kcal,sugar,fibre,carb_kcal,protein_kcal,fat_kcal,salt,sodium,category,extra_category,lactose
1352,"Fresh Pasta, Contains Egg, Boiled Without Salt",1,500.0,408.6998087954111,1.5,4.0,324.0,54.0,31.5,1956.5,768.0,Fresh Pasta,pasta,0.0
1490,"Hamburger, Beef And Wheat Roll, Mcdonald'S",1,270.0,633.0544933078394,9.990000000000002,5.4,274.32,145.8,225.99,3257.55,1278.45,Hamburger,beef,0.0
3867,"Veal Roast, Oven-Baked",1,160.0,247.4187380497132,0.0,0.0,0.0,204.8,40.32,2106.2400000000002,826.5600000000001,Veal Roast,,0.0
3745,"Thin Pancake, Atria",1,140.0,298.4703632887189,6.02,1.9599999999999997,207.76,35.279999999999994,59.22,1156.3999999999999,453.87999999999994,Thin Pancake,cake,0.0
1791,"Lobster, Boiled",1,130.0,135.46845124282981,0.0,0.0,0.0,122.2,11.700000000000001,1225.6399999999999,481.0,Lobster,,0.0
2208,"Multigrain Bread, Bread Roll, Rye And Wheat Flour, Ruis-Vehnätyynyt, Vaasan",1,90.0,248.87667304015295,2.07,8.1,177.48,31.680000000000003,26.73,1080.3600000000001,423.99,Multigrain Bread,,0.0
