,0
count,7.0
grams,1300.0
fibre,19.92
sugar,15.22
kcal,2007.1462715105163
carb_kcal,1000.6000000000001
protein_kcal,602.2400000000001
fat_kcal,405.0
salt,5072.85
sodium,1990.95
lactose,0.0
