,0
count,8.0
grams,1300.0
fibre,20.06
sugar,1.32
kcal,2006.4531548757168
carb_kcal,1007.6
protein_kcal,600.04
fat_kcal,399.23999999999995
salt,5011.21
sodium,1966.49
lactose,0.0
