,0
count,7.0
grams,1300.0
fibre,20.41
sugar,1.5500000000000003
kcal,2000.8843212237093
carb_kcal,998.0
protein_kcal,599.2000000000002
fat_kcal,402.47999999999996
salt,5014.570000000001
sodium,1967.74
lactose,0.0
