,name,count,grams,kcal,sugar,fibre,carb_kcal,protein_kcal,fat_kcal,salt,sodium,category,extra_category,lactose
564,"Buckwheat Porridge, Water, Salt",1,500.0,311.90248565965584,0.0,5.5,230.0,50.0,18.0,2495.5,979.5,Buckwheat Porridge,porridge,0.0
755,"Cheese, Semi-Hard Cheese, 10% Fat, Valio Polar",1,330.0,673.5659655831739,0.0,0.0,0.0,384.12,299.96999999999997,3404.9399999999996,1336.1699999999998,Cheese,cheese,0.0
4009,"White Bread, Wheat Roll, Water",1,190.0,453.6567877629063,1.52,4.56,376.96,60.04,46.17,920.74,361.37999999999994,White Bread,,0.0
2524,"Pasta, Spaghetti, Naturally Gluten-Free, Contains Egg",1,120.0,379.15869980879535,0.0,0.0,338.4,12.48,23.76,83.39999999999999,32.76,Pasta,pasta,0.0
1462,"Hake, Oven-Baked",1,110.0,93.06883365200765,0.0,0.0,0.0,86.24000000000001,5.9399999999999995,441.87,173.47,Hake,,0.0
2570,"Pepper, Black Pepper",1,40.0,111.95028680688335,0.24,10.600000000000001,61.28,17.44,11.88,44.84,17.6,Pepper,,0.0
146,"Barley Porridge, Pearl Barley, Water, Without Salt",1,30.0,10.325047801147226,0.0,0.3,8.04,1.08,0.54,1.17,0.44999999999999996,Barley Porridge,porridge,0.0
