,0
count,6.0
grams,1290.0
fibre,19.93
sugar,21.73
kcal,1972.8728489483747
carb_kcal,975.6
protein_kcal,599.0799999999999
fat_kcal,398.79
salt,10629.220000000001
sodium,4171.22
lactose,0.0
