,0
count,7.0
grams,1300.0
fibre,18.8
sugar,1.7600000000000002
kcal,1993.0449330783938
carb_kcal,992.6800000000001
protein_kcal,605.88
fat_kcal,396.54
salt,5022.09
sodium,1971.22
lactose,0.0
