,0
count,7.0
grams,1290.0
fibre,20.169999999999998
sugar,2.16
kcal,1972.9684512428298
carb_kcal,996.04
protein_kcal,580.6400000000001
fat_kcal,396.18
salt,4623.9400000000005
sodium,1814.82
lactose,0.0
