,0
count,7.0
grams,1290.0
fibre,18.32
sugar,1.6600000000000001
kcal,1968.618546845124
carb_kcal,991.6800000000001
protein_kcal,593.8399999999999
fat_kcal,385.56000000000006
salt,4985.3
sodium,1956.37
lactose,0.0
