,0
count,7.0
grams,1300.0
fibre,20.64
sugar,1.6400000000000001
kcal,2014.6032504780114
carb_kcal,1008.72
protein_kcal,602.0000000000001
fat_kcal,401.94000000000005
salt,4693.54
sodium,1841.9699999999996
lactose,0.0
