,name,count,grams,kcal,sugar,fibre,carb_kcal,protein_kcal,fat_kcal,salt,sodium,category,extra_category,lactose
969,"Cod, Boiled Without Salt",1,460.0,401.29063097514336,0.0,0.0,0.0,360.64,37.26,772.3399999999999,303.14,Cod,,0.0
2256,"Multigrain Bread, Oat Bread, Kaurajuntta, Ullan Pakari",1,330.0,761.9024856596558,3.63,13.86,603.24,117.48,62.370000000000005,3821.3999999999996,1499.85,Multigrain Bread,,0.0
2101,"Millet Porridge, Water, Salt",1,270.0,118.73804971319312,0.0,1.08,91.80000000000001,15.12,9.72,1374.8400000000001,539.73,Millet Porridge,porridge,0.0
2524,"Pasta, Spaghetti, Naturally Gluten-Free, Contains Egg",1,110.0,347.5621414913958,0.0,0.0,310.20000000000005,11.440000000000001,21.78,76.45,30.030000000000005,Pasta,pasta,0.0
1220,"Fish, Fatty, Smoked",1,100.0,240.20076481835562,0.0,0.0,0.0,69.2,177.29999999999998,1760.7,691.0,Fish,fish,0.0
783,Chia Seed,1,30.0,137.81070745697895,0.0,10.319999999999999,0.24,27.479999999999997,91.52999999999999,12.239999999999998,4.8,Chia Seed,,0.0
