,0
count,6.0
grams,1280.0
fibre,22.36
sugar,3.3000000000000003
kcal,1945.6022944550666
carb_kcal,994.64
protein_kcal,585.44
fat_kcal,370.08
salt,11230.82
sodium,4407.719999999999
lactose,0.0
