,0
count,7.0
grams,1300.0
fibre,19.51
sugar,46.79
kcal,1998.4703632887188
carb_kcal,1002.56
protein_kcal,596.6
fat_kcal,400.59
salt,5028.24
sodium,1973.54
lactose,5.95
