,0
count,8.0
grams,1300.0
fibre,21.27
sugar,1.84
kcal,2008.62810707457
carb_kcal,1004.12
protein_kcal,601.56
fat_kcal,400.59
salt,4914.759999999998
sodium,1928.9
lactose,0.0
