,0
count,6.0
grams,1180.0
fibre,20.17
sugar,10.49
kcal,1992.9732313575525
carb_kcal,1002.92
protein_kcal,596.9200000000002
fat_kcal,392.58
salt,4945.030000000002
sodium,1940.6400000000006
lactose,0.0
